,address,city,state,zipcode,bathrooms,bedrooms,interior_features,rooms,cooling,heating,AC,appliances,laundry,sqft,price,taxes,tax_year,list_type,list_id,possession,lot_sqft,list_status,year_built,county,county_school_district,half_bath,subdivision,luxury_home
7,7524 HENRY AVE,Philadelphia,PA,19128,3.0,3.0,,,Central A/C,Hot Water,Yes,,,1699.0,300000.0,3469.0,2019.0,Single Family,PAPH839700,Negotiable,6970.0,Active,1956.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Roxborough,No
8,1315 N 25TH ST #1,Philadelphia,PA,19121,2.0,2.0,Kitchen - Eat-In,"Bedroom 1,  Dining Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Central,Yes,,Lower Floor,1147.0,285000.0,461.0,2019.0,Condo/Townhome,PAPH845462,Settlement,871.0,Active,2019.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Brewerytown,No
9,2017 E CUMBERLAND ST,Philadelphia,PA,19125,2.0,6.0,"Additional Stairway,  Carpet,  Ceiling Fan(s),  Combination Dining/Living,  Combination Kitchen/Dining,  Combination Kitchen/Living,  Crown Moldings,  Floor Plan - Traditional,  Kitchen - Country,  Kitchen - Galley,  Wood Floors","Basement,  Bathroom 1,  Bathroom 2,  Bedroom 3,  Bedroom 4,  Bedroom 5,  Bedroom 6,  Dining Room,  Kitchen,  Living Room,  Master Bathroom",Window Unit(s),Radiator,No,,,1394.0,280000.0,2279.0,2019.0,Condo/Townhome,PAPH844414,31-60 Days CD,871.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
10,3115 DERRY RD,Philadelphia,PA,19154,3.0,4.0,"Ceiling Fan(s),  Wainscotting,  Wood Floors","Laundry,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Dishwasher,  Dryer,  Refrigerator,  Washer",Basement,1470.0,279996.0,2716.0,2019.0,Condo/Townhome,PAPH843994,Immediate,1742.0,Contract Pending,1983.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,Walton Park,No
11,1126 SURREY RD,Philadelphia,PA,19115,3.0,3.0,"Bar,  Breakfast Area,  Carpet,  Ceiling Fan(s),  Dining Area,  Floor Plan - Traditional,  Formal/Separate Dining Room,  Kitchen - Eat-In,  Master Bath(s),  Pantry,  Skylight(s),  Stall Shower,  Tub Shower,  Walk-in Closet(s),  Wet/Dry Bar,  Window Treatments","Bathroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Family Room,  Foyer,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,90% Forced Air,Yes,"Built-In Range,  Dishwasher,  Disposal,  Dryer,  Exhaust Fan,  Microwave,  Oven - Self Cleaning,  Washer,  Water Heater",Basement,1804.0,279900.0,3197.0,2019.0,Single Family,PAPH844724,31-60 Days CD,3049.0,Contract Pending,1967.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Sun Valley,No
12,12000 TEMPLETON DR,Philadelphia,PA,19154,2.0,3.0,,"Dining Room,  Family Room,  Half Bath,  Kitchen,  Laundry,  Living Room",Wall Unit,Baseboard - Hot Water,No,,,1440.0,270000.0,2685.0,2019.0,Condo/Townhome,PAPH845380,31-60 Days CD,2178.0,For Sale Under Contract,1964.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Modena Park,No
13,2846 S 7TH ST,Philadelphia,PA,19148,3.0,3.0,,Bathroom 1,"Wall Unit,  Window Unit(s)",Baseboard - Electric,No,,"Has Laundry,  Main Floor",1872.0,249990.0,1671.0,2019.0,Condo/Townhome,PAPH843388,Immediate,1307.0,Contract Pending,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Southwest Ctr City,No
14,2751 EARP ST,Philadelphia,PA,19146,2.0,2.0,,,Central A/C,Central,Yes,"Dishwasher,  Dryer,  Microwave,  Oven/Range - Gas,  Stainless Steel Appliances,  Washer,  Washer/Dryer Stacked",,900.0,249000.0,409.0,2019.0,Condo/Townhome,PAPH844738,Negotiable,871.0,Active,1923.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Grays Ferry,No
15,511 W THOMPSON ST,Philadelphia,PA,19122,1.0,4.0,,,None,Forced Air,No,,,1464.0,239999.0,2587.0,2019.0,Condo/Townhome,PAPH845256,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Kensington,No
16,1534 MAGEE AVE,Philadelphia,PA,19149,4.0,3.0,,Basement,None,Radiator,No,,,1776.0,239000.0,2240.0,2019.0,Condo/Townhome,PAPH844854,61-90 Days CD,4356.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,Castor Gardens,No
17,6480 ROSS ST,Philadelphia,PA,19119,2.0,3.0,,"Basement,  Bathroom 1,  Bathroom 2,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,,Basement,1428.0,234500.0,1299.0,2019.0,Condo/Townhome,PAPH845316,Negotiable,871.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown,No
18,4315 DEERPATH LN,Philadelphia,PA,19154,2.0,3.0,"Breakfast Area,  Dining Area,  Kitchen - Eat-In","Basement,  Bathroom 1,  Bathroom 2,  Bedroom 2,  Bedroom 3,  Dining Room,  Family Room,  Kitchen,  Master Bedroom",Central A/C,Forced Air,Yes,"Dishwasher,  Dryer,  Microwave,  Oven/Range - Gas,  Refrigerator,  Washer",,1260.0,225000.0,2665.0,2019.0,Condo/Townhome,PAPH844268,Immediate,2178.0,Active,1964.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Millbrook,No
19,5861 MALVERN AVE,Philadelphia,PA,19131,2.0,3.0,"Breakfast Area,  Carpet,  Dining Area,  Kitchen - Eat-In,  Stall Shower,  Tub Shower,  Wood Floors","Bonus Room,  Dining Room,  Kitchen,  Living Room,  Sun/Florida Room",Central A/C,Baseboard - Hot Water,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Oven/Range - Gas,  Stainless Steel Appliances,  Washer/Dryer Hookups Only",Hookup,1672.0,220000.0,1239.0,2019.0,Condo/Townhome,PAPH844110,Immediate,1307.0,Active,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Overbrook,No
0,2339 S FRANKLIN ST,Philadelphia,PA,19148,2.0,3.0,,,Central A/C,"90% Forced Air,  Central,  Energy Star Heating System,  Forced Air,  Heat Pump - Electric BackUp",Yes,"Dryer - Electric,  Washer",,1180.0,219000.0,2770.0,2019.0,Condo/Townhome,PAPH845370,0-30 Days CD,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila (South),No
1,4618 PENNYPACK ST,Philadelphia,PA,19136,2.0,3.0,,"Basement,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,,,1296.0,214900.0,2034.0,2019.0,Condo/Townhome,PAPH844936,Negotiable,2614.0,Active,1962.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Pennypack,No
2,5845 CHESTNUT ST,Philadelphia,PA,19139,2.0,4.0,,,Central A/C,Baseboard - Hot Water,Yes,,,1560.0,211900.0,1092.0,2019.0,Condo/Townhome,PAPH845270,0-30 Days CD,1742.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
3,1220 N REDFIELD ST,Philadelphia,PA,19151,2.0,4.0,,,Central A/C,Central,Yes,,,1500.0,210000.0,1317.0,2019.0,Single Family,PAPH844940,0-30 Days CD,1742.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Carroll Park,No
4,7744 MICHENER AVE,Philadelphia,PA,19150,2.0,3.0,,,Central A/C,Radiator,Yes,"Built-In Microwave,  Dishwasher,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances",Basement,1228.0,209900.0,1659.0,2019.0,Condo/Townhome,PAPH845436,Negotiable,1307.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Oak Lane,No
5,1370 S 46TH ST,Philadelphia,PA,19143,1.0,4.0,,,None,Forced Air,No,,Basement,1984.0,199000.0,973.0,2019.0,Condo/Townhome,PAPH845236,Settlement,1307.0,Contract Pending,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Philadelphia,No
6,1735 MCCLELLAN ST,Philadelphia,PA,19145,1.0,3.0,,"Basement,  Kitchen,  Living Room",Window Unit(s),Forced Air,No,,,1024.0,195000.0,1723.0,2019.0,Condo/Townhome,PAPH844670,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Newbold,No
7,1313 HALE ST,Philadelphia,PA,19111,1.0,3.0,,,None,Forced Air,No,,Basement,1122.0,185000.0,1474.0,2019.0,Condo/Townhome,PAPH843390,Immediate,1307.0,Active,1965.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Castor Gardens,No
8,2639 E VENANGO ST,Philadelphia,PA,19134,1.0,3.0,,"Basement,  Bathroom 1,  Bathroom 3,  Bedroom 2,  Dining Room,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Storage Room",Wall Unit,Radiator,No,,Basement,1208.0,184900.0,2021.0,2019.0,Condo/Townhome,PAPH845100,31-60 Days CD,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Port Richmond,No
9,1123 W NEVADA ST,Philadelphia,PA,19133,,,,,Other,Other,No,,,1174.0,169900.0,269.0,2019.0,Condo/Townhome,PAPH844676,Negotiable,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
10,6510 HEGERMAN ST,Philadelphia,PA,19135,2.0,3.0,"Ceiling Fan(s),  Dining Area,  Stall Shower",,Central A/C,90% Forced Air,Yes,"Built-In Range,  Dishwasher,  Microwave,  Oven/Range - Electric",,1170.0,164900.0,1261.0,2019.0,Condo/Townhome,PAPH845392,0-30 Days CD,1307.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Tacony,No
11,1211 WELLINGTON ST,Philadelphia,PA,19111,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1175.0,159900.0,2093.0,2019.0,Single Family,PAPH845460,31-60 Days CD,2614.0,Contract Pending,1950.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Northeast,No
12,7632 ELMWOOD AVE,Philadelphia,PA,19153,1.0,3.0,"Carpet,  Dining Area,  Skylight(s),  Tub Shower,  Window Treatments","Basement,  Bathroom 1,  Bedroom 1,  Bedroom 2,  Dining Room,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Forced Air,Yes,"Dishwasher,  Dryer,  Oven/Range - Gas,  Refrigerator,  Water Heater",Basement,1056.0,158000.0,1209.0,2019.0,Condo/Townhome,PAPH844250,"Immediate,  Negotiable",1307.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Phila Southwest,No
13,1725 N MARSHALL ST,Philadelphia,PA,19122,1.0,4.0,,,None,None,No,,,1700.0,158000.0,295.0,2019.0,Condo/Townhome,PAPH845474,Settlement,871.0,Active,1952.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Temple University,No
14,5541 CROWSON ST,Philadelphia,PA,19144,1.0,3.0,Kitchen - Eat-In,,None,Radiator,No,Stainless Steel Appliances,,1200.0,157000.0,830.0,2019.0,Condo/Townhome,PAPH845292,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown,No
15,109 W OLNEY AVE,Philadelphia,PA,19120,2.0,3.0,,"Basement,  Dining Room,  Kitchen,  Living Room",None,Radiator,No,,Lower Floor,1440.0,155000.0,1503.0,2019.0,Single Family,PAPH845246,Immediate,2178.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Olney,No
16,3373 E THOMPSON ST,Philadelphia,PA,19134,,,,,,,No,,,,139900.0,2087.0,2019.0,Vacant Land,PAPH845404,Immediate,1307.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
17,2017 EMILY ST,Philadelphia,PA,19145,1.0,3.0,,,None,Forced Air,No,,,942.0,139000.0,1130.0,2019.0,Condo/Townhome,PAPH841178,Negotiable,871.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
18,4229 MARKLAND ST,Philadelphia,PA,19124,1.0,2.0,,,Window Unit(s),Radiator,No,,,919.0,125000.0,1260.0,2019.0,Condo/Townhome,PAPH845484,Coin w/Sell Sett,871.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Juniata,No
19,4742 C ST,Philadelphia,PA,19120,1.0,3.0,,,None,Forced Air,No,,,1200.0,120000.0,1060.0,2019.0,Condo/Townhome,PAPH845390,"0-30 Days CD,  31-60 Days CD",1307.0,For Sale Under Contract,1942.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Feltonville,No
0,4803 E ALCOTT ST,Philadelphia,PA,19135,2.0,2.0,,,None,"Baseboard - Electric,  Forced Air",No,,,750.0,120000.0,897.0,2019.0,Condo/Townhome,PAPH845264,61-90 Days CD,871.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wissinoming,No
1,3015 W OXFORD ST,Philadelphia,PA,19121,,,,,,,No,,,,117500.0,144.0,2019.0,Vacant Land,PAPH843948,Settlement,1307.0,For Sale Under Contract,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
2,6331 SYLVESTER ST,Philadelphia,PA,19149,1.0,3.0,,,Window Unit(s),Forced Air,No,,Basement,1152.0,117500.0,1709.0,2019.0,Condo/Townhome,PAPH845488,"0-30 Days CD,  31-60 Days CD,  Immediate",1307.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
3,5513 REGENT ST,Philadelphia,PA,19143,2.0,3.0,,,None,Forced Air,No,,,1104.0,109900.0,687.0,2019.0,Condo/Townhome,PAPH845338,"0-30 Days CD,  Immediate",871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kingsessing,No
4,2335 N 5TH ST,Philadelphia,PA,19133,1.0,3.0,,,None,None,No,,,1188.0,92000.0,950.0,2019.0,Condo/Townhome,PAPH845478,Settlement,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
5,2511 NICHOLAS ST,Philadelphia,PA,19121,1.0,3.0,,,None,Radiator,No,,,856.0,90000.0,,2019.0,Condo/Townhome,PAPH845298,Immediate,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
6,2519 NICHOLAS ST,Philadelphia,PA,19121,1.0,3.0,,,None,Radiator,No,,,866.0,90000.0,,2019.0,Single Family,PAPH845304,Immediate,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
7,5117 VIOLA ST,Philadelphia,PA,19131,1.0,4.0,,"Kitchen,  Living Room",None,Other,No,,,1600.0,89000.0,549.0,2019.0,Condo/Townhome,PAPH842492,Immediate,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Parkside,No
8,869 E PRICE ST,Philadelphia,PA,19138,1.0,3.0,,2nd Stry Fam Rm,Ceiling Fan(s),Hot Water,No,Oven/Range - Electric,None,1071.0,88000.0,1106.0,2019.0,Condo/Townhome,PAPH845344,Immediate,1742.0,Contract Pending,1905.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown (East),No
9,4935 N WARNOCK ST,Philadelphia,PA,19141,1.0,3.0,,,Window Unit(s),Steam,No,,,1350.0,75000.0,1263.0,2019.0,Condo/Townhome,PAPH843638,Negotiable,1307.0,For Sale Under Contract,1935.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Logan,No
10,4574 PENNHURST ST,Philadelphia,PA,19124,,2.0,,,None,Central,No,,,800.0,74900.0,1058.0,2019.0,Condo/Townhome,PAPH845476,Immediate,1307.0,Active,1930.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Juniata,No
11,6614 N 17TH ST,Philadelphia,PA,19126,1.0,3.0,,,None,Radiator,No,,,1352.0,65000.0,1821.0,2019.0,Condo/Townhome,PAPH845326,Immediate,1307.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
12,6000 W JEFFERSON ST,Philadelphia,PA,19151,1.0,4.0,,,None,None,No,,,1834.0,65000.0,1554.0,2019.0,Condo/Townhome,PAPH845402,Negotiable,1742.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Overbrook,No
13,812 E RUSSELL ST,Philadelphia,PA,19134,1.0,3.0,,,None,Baseboard - Hot Water,No,,,1008.0,60000.0,475.0,2019.0,Condo/Townhome,PAPH845250,0-30 Days CD,871.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,North Central,No
14,38 N REDFIELD ST,Philadelphia,PA,19139,1.0,3.0,Dining Area,,Ceiling Fan(s),Forced Air,No,,,1092.0,60000.0,809.0,2019.0,Condo/Townhome,PAPH845280,31-60 Days CD,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Cobbs Creek,No
15,4976 KERSHAW ST,Philadelphia,PA,19131,,,,,,,No,,,,49900.0,62.0,2019.0,Vacant Land,PAPH845362,Immediate,871.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
16,3256 N PHILIP ST,Philadelphia,PA,19140,1.0,3.0,,,None,None,No,,,1146.0,46000.0,659.0,2019.0,Condo/Townhome,PAPH845430,Immediate,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
17,5132 LEIPER ST,Philadelphia,PA,19124,1.0,3.0,,,None,Hot Water,No,,,1220.0,30000.0,1352.0,2019.0,Condo/Townhome,PAPH845396,0-30 Days CD,1307.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Frankford,No
18,241-53 W OXFORD ST,Philadelphia,PA,19122,,,,,,,No,,,,2450000.0,3567.0,2019.0,Vacant Land,PAPH844552,Settlement,0.33 acres,Contract Pending,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
19,50 S 16TH ST #4308,Philadelphia,PA,19102,4.0,3.0,,,Central A/C,Forced Air,Yes,,Has Laundry,2350.0,1850000.0,20385.0,2019.0,Condo/Townhome,PAPH845128,Settlement,0.0,Active,1990.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Rittenhouse Square,Yes
0,9001 CREFELD ST,Philadelphia,PA,19118,4.0,5.0,,,Central A/C,Hot Water,Yes,,"Basement,  Main Floor",3876.0,1295000.0,11778.0,2019.0,Single Family,PAPH808572,Negotiable,0.54 acres,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Chestnut Hill,Yes
1,725 S MARVINE ST,Philadelphia,PA,19147,4.0,3.0,,"Dining Room,  Family Room,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom,  Study",Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer,  Microwave,  Oven/Range - Gas,  Refrigerator,  Washer",Basement,2406.0,895000.0,3171.65,2019.0,Condo/Townhome,PAPH843808,"Immediate,  Negotiable",871.0,Active,1905.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Hawthorne,Yes
2,616 W NORRIS ST,Philadelphia,PA,19122,7.0,7.0,,,Central A/C,Forced Air,Yes,,,3553.0,799900.0,379.0,2019.0,Condo/Townhome,PAPH845126,Immediate,1307.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
3,441 WALLACE ST,Philadelphia,PA,19123,3.0,3.0,"Kitchen - Island,  Recessed Lighting,  Upgraded Countertops,  Wood Floors","Bathroom 1,  Bedroom 1,  Bedroom 2,  Dining Room,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom,  Storage Room",Central A/C,Forced Air,Yes,"Dryer,  Stainless Steel Appliances,  Washer",,2397.0,799000.0,2324.0,2019.0,Condo/Townhome,PAPH844794,Settlement,871.0,Active,2015.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
4,1246-48 N MASCHER ST N,Philadelphia,PA,19122,3.0,3.0,"Floor Plan - Open,  Kitchen - Island",Basement,Central A/C,Energy Star Heating System,Yes,Stainless Steel Appliances,Upper Floor,2200.0,679000.0,2079.0,2019.0,Condo/Townhome,PAPH844882,"0-30 Days CD,  31-60 Days CD",871.0,Active,2019.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,West Kensington,No
5,1329 WHARTON ST,Philadelphia,PA,19147,3.0,4.0,,"Basement,  Bathroom 2,  Bathroom 3,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Half Bath,  Kitchen,  Living Room,  Master Bedroom",Central A/C,90% Forced Air,Yes,,,2500.0,635000.0,4162.0,2019.0,Condo/Townhome,PAPH845048,Immediate,871.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Passyunk Square,No
6,1239 N LEITHGOW ST,Philadelphia,PA,19122,3.0,3.0,"Combination Dining/Living,  Family Room Off Kitchen,  Floor Plan - Open,  Formal/Separate Dining Room,  Kitchen - Eat-In,  Kitchen - Gourmet,  Master Bath(s),  Recessed Lighting,  Stall Shower,  Tub Shower,  Walk-in Closet(s),  Wood Floors","Bathroom 2,  Bedroom 2,  Bedroom 3,  Den,  Dining Room,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer,  Dryer - Front Loading,  Dryer - Gas,  Exhaust Fan,  Microwave,  Oven - Self Cleaning,  Oven/Range - Gas,  Range Hood,  Stainless Steel Appliances,  Washer,  Washer - Front Loading,  Water Heater",Upper Floor,2280.0,575000.0,1.0,2019.0,Condo/Townhome,PAPH844710,Negotiable,436.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Old Kensington,No
7,200 CHRISTIAN ST #20,Philadelphia,PA,19147,2.0,2.0,,,Central A/C,Forced Air,Yes,,,1350.0,499900.0,4545.0,2019.0,Condo/Townhome,PAPH845182,"Negotiable,  Settlement",0.0,Active,1900.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Queen Village,No
8,2233 N CAMAC ST,Philadelphia,PA,19133,,,,,Central A/C,Central,Yes,,,2976.0,495000.0,1561.0,2019.0,Condo/Townhome,PAPH844886,Immediate,1307.0,Contract Pending,2011.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
9,528 S 5TH ST #4R,Philadelphia,PA,19147,2.0,3.0,"Dining Area,  Recessed Lighting,  Stall Shower","Dining Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,Stainless Steel Appliances,"Dryer In Unit,  Washer In Unit",1033.0,489000.0,1500.0,2019.0,Condo/Townhome,PAPH845198,31-60 Days CD,3485.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Society Hill,No
10,145 SIGEL ST,Philadelphia,PA,19148,3.0,3.0,,,Central A/C,"Central,  Forced Air",Yes,,,950.0,479900.0,2455.0,2019.0,Condo/Townhome,PAPH844206,Immediate,436.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Pennsport,No
11,408 W THOMPSON ST. #B,Philadelphia,PA,19122,2.0,3.0,"Breakfast Area,  Combination Dining/Living,  Combination Kitchen/Dining,  Family Room Off Kitchen,  Floor Plan - Open,  Kitchen - Eat-In,  Kitchen - Gourmet,  Sprinkler System,  Tub Shower,  Upgraded Countertops,  Wood Floors","Bathroom 1,  Bathroom 2,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Kitchen,  Laundry,  Living Room",Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer,  Dryer - Front Loading,  Dryer - Gas,  Exhaust Fan,  Icemaker,  Microwave,  Oven - Self Cleaning,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Stove,  Washer,  Washer - Front Loading,  Water Heater","Dryer In Unit,  Upper Floor,  Washer In Unit",1300.0,475000.0,1.0,2019.0,Condo/Townhome,PAPH845038,Negotiable,,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Old Kensington,No
12,1718 FOLSOM ST #B,Philadelphia,PA,19130,2.0,2.0,"Dining Area,  Kitchen - Island,  Sprinkler System,  Window Treatments,  Wood Floors",,Zoned,Other,No,"Built-In Microwave,  Cooktop,  Disposal,  Dryer,  Dryer - Electric,  Dryer - Front Loading,  Dual Flush Toilets,  Energy Efficient Appliances,  ENERGY STAR Clothes Washer,  ENERGY STAR Dishwasher,  Freezer,  Icemaker,  Microwave,  Oven - Double,  Refrigerator,  Stainless Steel Appliances,  Washer - Front Loading,  Water Heater - High-Efficiency",Upper Floor,1737.0,475000.0,707.0,2019.0,Single Family,PAPH845070,Negotiable,0.0,Active,2016.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
13,528 S 5TH ST #2R,Philadelphia,PA,19147,2.0,3.0,"Dining Area,  Recessed Lighting,  Stall Shower","Dining Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,Stainless Steel Appliances,"Dryer In Unit,  Washer In Unit",1033.0,475000.0,1500.0,2019.0,Condo/Townhome,PAPH845190,31-60 Days CD,3485.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Society Hill,No
14,528 S 5TH ST #3R,Philadelphia,PA,19147,2.0,3.0,"Dining Area,  Recessed Lighting,  Stall Shower","Dining Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,Stainless Steel Appliances,"Dryer In Unit,  Washer In Unit",1033.0,475000.0,1500.0,2019.0,Condo/Townhome,PAPH845196,31-60 Days CD,3485.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Society Hill,No
15,1408 CHERRY BLOSSOM WAY,Philadelphia,PA,19111,3.0,4.0,"Attic,  Breakfast Area,  Carpet,  Family Room Off Kitchen,  Master Bath(s),  Recessed Lighting,  Walk-in Closet(s),  Wood Floors","Basement,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Breakfast Room,  Dining Room,  Family Room,  Full Bath,  Kitchen,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Oven/Range - Gas,  Refrigerator",Basement,3180.0,462500.0,5942.0,2019.0,Single Family,PAPH844698,Negotiable,5227.0,Active,2003.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fox Chase,No
